Model,Time1,Time2
avNNet,4.124,0.0687333333333333
avNNet,0,0,success
nnet,11.875,0.197916666666667
nnet,0,0,success
pcaNNet,1.049,0.0174833333333334,error
bag,0.205,0.00341666666666667,error
bagEarth,15.327,0.25545
bagEarth,0,0,success
bagEarthGCV,36.169,0.602816666666667
bagEarthGCV,0,0,success
earth,43.499,0.724983333333333
earth,0,0,success
gcvEarth,44.676,0.7446
gcvEarth,0,0,success
bam,45.174,0.7529
bam,0,0,success
gam,47.462,0.791033333333333
gam,0,0,success
bartMachine,0.286000000000001,0.00476666666666669,error
bayesglm,49.265,0.821083333333333
bayesglm,0,0,success
glm,49.809,0.83015
glm,0,0,success
lm,50.086,0.834766666666667
lm,0,0,success
blackboost,50.346,0.8391
blackboost,0,0,success
ctree,77.078,1.28463333333333
ctree,0,0,success
ctree2,78.138,1.3023
ctree2,0,0,success
gamboost,80.27,1.33783333333333
gamboost,0,0,success
glmboost,84.164,1.40273333333333
glmboost,0,0,success
BstLm,85.045,1.41741666666667
BstLm,0,0,success
bstSm,92.051,1.53418333333333
bstSm,0,0,success
bstTree,103.929,1.73215
bstTree,0,0,success
spikeslab,3.56999999999999,0.0594999999999999,error
blasso,157.306,2.62176666666667
blasso,0,0,success
blassoAveraged,158.166,2.6361
blassoAveraged,0,0,success
bridge,159.241,2.65401666666667
bridge,0,0,success
lasso,0.320999999999998,0.00534999999999997,error
ridge,0.430999999999983,0.00718333333333305,error
brnn,161.047,2.68411666666667
brnn,0,0,success
cubist,162.834,2.7139
cubist,0,0,success
dnn,187.77,3.1295
dnn,0,0,success
enet,0.711999999999989,0.0118666666666665,error
gamLoess,253.572,4.2262
gamLoess,0,0,success
svmBoundrangeString,0.490000000000009,0.00816666666666682,error
svmExpoString,0.0300000000000011,0.000500000000000019,error
svmLinear,254.999,4.24998333333333
svmLinear,0,0,success
gbm,256.788,4.2798
gbm,0,0,success
gbm_h2o,75.725,1.26208333333333,error
glmnet,0.0880000000000223,0.00146666666666704,error
glmnet_h2o,74.745,1.24575,error
glm.nb,409.464,6.8244
glm.nb,0,0,success
glmStepAIC,418.52,6.97533333333333
glmStepAIC,0,0,success
lmStepAIC,418.925,6.98208333333333
lmStepAIC,0,0,success
rlm,419.258,6.98763333333333
rlm,0,0,success
icr,0.394999999999982,0.00658333333333303,error
kernelpls,0.0320000000000391,0.000533333333333985,error
pcr,0.0300000000000296,0.000500000000000493,error
simpls,0.0310000000000059,0.000516666666666765,error
kknn,421.205,7.02008333333333
kknn,0,0,success
knn,423.134,7.05223333333333
knn,0,0,success
lars,423.766,7.06276666666667
lars,0,0,success
lars2,424.139,7.06898333333333
lars2,0,0,success
leapBackward,0.313000000000045,0.00521666666666742,error
leapForward,0.303999999999974,0.00506666666666623,error
leapSeq,0.302999999999997,0.00504999999999995,error
logreg,0.889999999999986,0.0148333333333331,error
M5,426.193,7.10321666666667
M5,0,0,success
mlp,441.992,7.36653333333333
mlp,0,0,success
mlpML,455.879,7.59798333333333
mlpML,0,0,success
mlpWeightDecay,469.441,7.82401666666667
mlpWeightDecay,0,0,success
mlpWeightDecayML,509.196,8.4866
mlpWeightDecayML,0,0,success
mlpKerasDecay,0.495000000000005,0.00825000000000007,error
mlpKerasDropout,0.272000000000048,0.00453333333333414,error
monmlp,549.978,9.1663
monmlp,0,0,success
msaenet,625.623,10.42705
msaenet,0,0,success
nnls,654.875,10.9145833333333
nnls,0,0,success
ranger,0.394000000000005,0.00656666666666676,error
svmLinear2,655.497,10.92495
svmLinear2,0,0,success
treebag,658.317,10.97195
treebag,0,0,success
RRF,660.155,11.0025833333333
RRF,0,0,success
RRFglobal,937.028,15.6171333333333
RRFglobal,0,0,success
partDSA,981.011,16.3501833333333
partDSA,0,0,success
penalized,1007.99,16.7998333333333
penalized,0,0,success
plsRglm,1009.999,16.8333166666667
plsRglm,0,0,success
pre,2.20299999999997,0.0367166666666662,error
qrf,1017.511,16.9585166666667
qrf,0,0,success
rf,1040.869,17.3478166666667
rf,0,0,success
qrnn,1057.313,17.6218833333333
qrnn,0,0,success
randomGLM,2.78500000000076,0.0464166666666794,error
Rborist,0.235999999999876,0.00393333333333127,error
rpart,4739.678,78.9946333333333
rpart,0,0,success
rpart1SE,4740.14,79.0023333333333
rpart1SE,0,0,success
rpart2,4740.435,79.00725
rpart2,0,0,success
rqlasso,0.494999999999891,0.00824999999999818,error
rqnc,0.582000000000335,0.00970000000000558,error
spls,4741.979,79.0329833333333
spls,0,0,success
superpc,0.532000000000153,0.00886666666666921,error
svmLinear3,4743.095,79.0515833333333
svmLinear3,0,0,success
xgbLinear,4785.487,79.7581166666667
xgbLinear,0,0,success
xgbTree,4815.745,80.2624166666667
xgbTree,0,0,success
