Model,Time1,Time2
avNNet,4.172,0.0695333333333333
avNNet,0,0,success
nnet,11.799,0.19665
nnet,0,0,success
pcaNNet,1.044,0.0174,error
bag,0.200000000000001,0.00333333333333335,error
bagEarth,15.269,0.254483333333333
bagEarth,0,0,success
bagEarthGCV,35.513,0.591883333333333
bagEarthGCV,0,0,success
earth,42.769,0.712816666666667
earth,0,0,success
gcvEarth,43.877,0.731283333333333
gcvEarth,0,0,success
bam,44.401,0.740016666666667
bam,0,0,success
gam,46.513,0.775216666666667
gam,0,0,success
bartMachine,0.298999999999999,0.00498333333333332,error
bayesglm,48.409,0.806816666666667
bayesglm,0,0,success
glm,48.976,0.816266666666667
glm,0,0,success
lm,49.302,0.8217
lm,0,0,success
blackboost,49.567,0.826116666666667
blackboost,0,0,success
ctree,76.103,1.26838333333333
ctree,0,0,success
ctree2,77.129,1.28548333333333
ctree2,0,0,success
gamboost,79.244,1.32073333333333
gamboost,0,0,success
glmboost,82.793,1.37988333333333
glmboost,0,0,success
BstLm,83.69,1.39483333333333
BstLm,0,0,success
bstSm,90.676,1.51126666666667
bstSm,0,0,success
bstTree,102.641,1.71068333333333
bstTree,0,0,success
spikeslab,3.53200000000001,0.0588666666666668,error
blasso,156.04,2.60066666666667
blasso,0,0,success
blassoAveraged,156.883,2.61471666666667
blassoAveraged,0,0,success
bridge,157.964,2.63273333333333
bridge,0,0,success
lasso,0.292999999999978,0.00488333333333297,error
ridge,0.40100000000001,0.00668333333333351,error
brnn,159.89,2.66483333333333
brnn,0,0,success
cubist,161.578,2.69296666666667
cubist,0,0,success
dnn,185.406,3.0901
dnn,0,0,success
enet,0.709000000000003,0.0118166666666667,error
gamLoess,251.068,4.18446666666667
gamLoess,0,0,success
svmBoundrangeString,0.485000000000014,0.00808333333333356,error
svmExpoString,0.0310000000000059,0.000516666666666765,error
svmLinear,252.492,4.2082
svmLinear,0,0,success
gbm,254.327,4.23878333333333
gbm,0,0,success
gbm_h2o,74.624,1.24373333333333,error
glmnet,0.0860000000000127,0.00143333333333355,error
glmnet_h2o,74.042,1.23403333333333,error
glm.nb,405.062,6.75103333333333
glm.nb,0,0,success
glmStepAIC,414.424,6.90706666666667
glmStepAIC,0,0,success
lmStepAIC,414.815,6.91358333333333
lmStepAIC,0,0,success
rlm,415.145,6.91908333333333
rlm,0,0,success
icr,0.421999999999969,0.00703333333333281,error
kernelpls,0.0320000000000391,0.000533333333333985,error
pcr,0.0310000000000059,0.000516666666666765,error
simpls,0.0300000000000296,0.000500000000000493,error
kknn,417.107,6.95178333333333
kknn,0,0,success
knn,419.016,6.9836
knn,0,0,success
lars,419.663,6.99438333333333
lars,0,0,success
lars2,420.015,7.00025
lars2,0,0,success
leapBackward,0.313999999999965,0.00523333333333274,error
leapForward,0.305000000000007,0.00508333333333345,error
leapSeq,0.287000000000035,0.00478333333333391,error
logreg,0.902000000000044,0.0150333333333341,error
M5,422.087,7.03478333333333
M5,0,0,success
mlp,436.581,7.27635
mlp,0,0,success
mlpML,449.947,7.49911666666667
mlpML,0,0,success
mlpWeightDecay,463.245,7.72075
mlpWeightDecay,0,0,success
mlpWeightDecayML,502.551,8.37585
mlpWeightDecayML,0,0,success
mlpKerasDecay,0.507000000000062,0.00845000000000103,error
mlpKerasDropout,0.279999999999973,0.00466666666666621,error
monmlp,542.811,9.04685
monmlp,0,0,success
msaenet,627.015,10.45025
msaenet,0,0,success
nnls,656.702,10.9450333333333
nnls,0,0,success
ranger,0.380999999999972,0.00634999999999953,error
svmLinear2,657.308,10.9551333333333
svmLinear2,0,0,success
treebag,660.136,11.0022666666667
treebag,0,0,success
RRF,661.916,11.0319333333333
RRF,0,0,success
RRFglobal,935.568,15.5928
RRFglobal,0,0,success
partDSA,978.344,16.3057333333333
partDSA,0,0,success
penalized,1005.34,16.7556666666667
penalized,0,0,success
plsRglm,1007.336,16.7889333333333
plsRglm,0,0,success
pre,1.82600000000002,0.0304333333333337,error
qrf,1014.798,16.9133
qrf,0,0,success
rf,1037.985,17.29975
rf,0,0,success
qrnn,1054.571,17.5761833333333
qrnn,0,0,success
randomGLM,2.76699999999983,0.0461166666666638,error
Rborist,0.212999999999738,0.00354999999999563,error
rpart,4659.1,77.6516666666667
rpart,0,0,success
rpart1SE,4659.566,77.6594333333333
rpart1SE,0,0,success
rpart2,4659.882,77.6647
rpart2,0,0,success
rqlasso,0.48700000000008,0.008116666666668,error
rqnc,0.608999999999469,0.0101499999999911,error
spls,4661.433,77.69055
spls,0,0,success
superpc,0.537000000000262,0.00895000000000437,error
svmLinear3,4662.566,77.7094333333333
svmLinear3,0,0,success
xgbLinear,4705.469,78.4244833333333
xgbLinear,0,0,success
xgbTree,4737.102,78.9517
xgbTree,0,0,success
