RMSE,Rsquared,MAE,Model
42.8852915136474,NA,20.8862030172216,avNNet
38.0558466125005,NA,18.0363624314121,avNNet
40.5058798811538,NA,19.4459405665834,avNNet
41.4354131353464,NA,19.7701875840012,avNNet
37.8416895063007,NA,17.615064084956,avNNet
44.362739896841,NA,22.0947090774273,avNNet
44.7382427175819,NA,21.7311021613952,avNNet
43.2762856375109,NA,21.7398627874846,avNNet
41.3343145103605,NA,19.672903701259,avNNet
47.5601553588066,NA,24.3669547239941,avNNet
42.3761411518529,NA,20.9006900079768,avNNet
42.5503610553437,NA,21.2940249972645,avNNet
41.0139422404717,NA,20.0603000594953,avNNet
42.9130953094649,NA,21.1453077116385,avNNet
42.024946836461,NA,20.4560846536017,avNNet
45.3045013349972,NA,22.432931716331,avNNet
46.4001193315642,NA,23.4429432472802,avNNet
43.4991790105829,NA,20.8386532739401,avNNet
37.9182123845453,NA,18.1349709474694,avNNet
45.9273691293663,NA,22.8568554085739,avNNet
47.7100204438737,NA,23.8632494080996,avNNet
43.4229048403989,NA,21.4352280150874,avNNet
39.9116319093438,NA,19.5937052782462,avNNet
43.1768906194137,NA,21.0044831355541,avNNet
44.6397667982555,NA,22.4519117187918,avNNet
42.8852915136474,NA,20.8862030172216,nnet
38.0558466125005,NA,18.0363624314121,nnet
40.5058798811538,NA,19.4459405665834,nnet
41.4354131353464,NA,19.7701875840012,nnet
37.8416895063007,NA,17.615064084956,nnet
44.362739896841,NA,22.0947090774273,nnet
44.7382427175819,NA,21.7311021613952,nnet
43.2762856375109,NA,21.7398627874846,nnet
41.3343145103605,NA,19.672903701259,nnet
47.5601553588066,NA,24.3669547239941,nnet
42.3761411518529,NA,20.9006900079768,nnet
42.5503610553437,NA,21.2940249972645,nnet
41.0139422404717,NA,20.0603000594953,nnet
42.9130953094649,NA,21.1453077116385,nnet
42.024946836461,NA,20.4560846536017,nnet
45.3045013349972,NA,22.432931716331,nnet
46.4001193315642,NA,23.4429432472802,nnet
43.4991790105829,NA,20.8386532739401,nnet
37.9182123845453,NA,18.1349709474694,nnet
45.9273691293663,NA,22.8568554085739,nnet
47.7100204438737,NA,23.8632494080996,nnet
43.4229048403989,NA,21.4352280150874,nnet
39.9116319093438,NA,19.5937052782462,nnet
43.1768906194137,NA,21.0044831355541,nnet
44.6397667982555,NA,22.4519117187918,nnet
17.538177456243,0.792906768253785,8.98442977739474,bagEarth
16.3922014483664,0.806274835344146,8.42027226919775,bagEarth
15.9332494406094,0.82780452555025,7.92459385639766,bagEarth
16.3793327498158,0.807480981981272,8.08549704183291,bagEarth
16.9201902304021,0.819718255505252,8.65959899038809,bagEarth
16.4568580346841,0.83887164691803,8.21315713343594,bagEarth
17.363244465224,0.82132270313901,8.71360870936932,bagEarth
17.681946090292,0.824204529527841,9.07413300430384,bagEarth
16.0358285363497,0.832265122812191,7.95019224665828,bagEarth
15.0314301225613,0.85157220589303,7.1839217629303,bagEarth
17.4866313462796,0.828715837481151,8.67319174719232,bagEarth
14.6403629998066,0.81854345643372,7.2208279633893,bagEarth
15.8604534195223,0.84743292609251,8.18135239164907,bagEarth
14.3451961551194,0.823305452656739,7.09235975199591,bagEarth
16.9986117147924,0.787989667864265,8.34978031159011,bagEarth
15.4616826606659,0.833811036435738,7.63834519798654,bagEarth
13.3349641420714,0.848787470558676,6.33984101777274,bagEarth
16.2058460287555,0.806049321402725,8.26770027905488,bagEarth
15.5155372444625,0.817622057781863,7.63992761814875,bagEarth
16.6916533101916,0.815326631011306,8.1483866108451,bagEarth
16.4385426773744,0.819966790737943,7.90289240423268,bagEarth
17.4226285359042,0.799344292748445,8.79824812911715,bagEarth
15.7072649679363,0.807526169026457,7.83081529613188,bagEarth
17.037706955154,0.810529458118842,8.574868155795,bagEarth
16.1924335464466,0.797579142100153,7.83600559469928,bagEarth
15.6884543981933,0.833178243141914,7.80186340483775,bagEarthGCV
16.6750446889787,0.833330318935246,8.27204120006254,bagEarthGCV
16.6251643922222,0.822121624748176,8.21650459447822,bagEarthGCV
14.6027593482442,0.817632605672618,7.23748449493789,bagEarthGCV
16.4256011681541,0.806011479246802,8.4787086006207,bagEarthGCV
16.9098626686533,0.819818789000645,8.63635219053809,bagEarthGCV
17.3551899148955,0.830838946732998,8.88004590588188,bagEarthGCV
17.6351698791331,0.82409550439597,8.74528232918755,bagEarthGCV
17.7343696607131,0.787066969477727,9.05664867968381,bagEarthGCV
16.392521456256,0.80726184315914,8.09474330147981,bagEarthGCV
16.6797828646772,0.835285282610124,8.4082831105759,bagEarthGCV
14.7370983687948,0.857210229937038,7.08816150928528,bagEarthGCV
15.8729570524292,0.847745793316716,8.18004751306085,bagEarthGCV
15.4596604410264,0.834254576133558,7.61302968326165,bagEarthGCV
16.2704942993266,0.798930095454128,7.87342752020496,bagEarthGCV
17.3399456519448,0.799453772628325,8.75877735083501,bagEarthGCV
16.2024839557465,0.797073885951363,7.87858519830211,bagEarthGCV
16.9850043125754,0.787975065935393,8.32726346623347,bagEarthGCV
15.0227169935576,0.833965555762371,7.6406113779207,bagEarthGCV
16.138714216383,0.827106652073509,7.76572293344338,bagEarthGCV
16.9817742289277,0.810030581879176,8.57815932524536,bagEarthGCV
14.6926246870164,0.813843272989913,7.153393970645,bagEarthGCV
13.3304442755221,0.848671091881735,6.33336236563822,bagEarthGCV
16.7185979128773,0.814973975523015,8.17652454012298,bagEarthGCV
15.6802278350974,0.808229427018921,7.80510365060181,bagEarthGCV
18.0682272213183,0.778888641995343,9.21226923249072,earth
16.5125004239184,0.803468595207815,8.54274425919509,earth
16.1369625977869,0.823370304929153,8.15196496936211,earth
16.3745467223778,0.80761109979772,8.10684910020542,earth
16.9675948633005,0.818696337531264,8.693471336119,earth
16.753093681204,0.831575159807588,8.40791153496605,earth
