RMSE,Rsquared,MAE,Model
43.1171709934059,NA,23.3350908267709,avNNet
38.3381463639477,NA,20.3283295452613,avNNet
40.0682869193944,NA,21.2220552389064,avNNet
41.5228345893664,NA,22.0923083618182,avNNet
37.7705682579892,NA,19.5220781104816,avNNet
43.7942406232709,NA,23.3661149687485,avNNet
43.6859907902684,NA,23.1878479310916,avNNet
43.0436201098994,NA,23.6808163732685,avNNet
41.4779379805219,NA,22.2693202963992,avNNet
46.5681225047632,NA,26.5021843958137,avNNet
42.6791046234153,NA,23.5842732790933,avNNet
42.1177198766247,NA,23.2230471795602,avNNet
41.023941785506,NA,21.904484289894,avNNet
42.3868759737721,NA,22.8150306176603,avNNet
41.9125862206245,NA,22.8969672843898,avNNet
45.2895267280048,NA,24.7955002455731,avNNet
45.5348959016028,NA,24.9668926463304,avNNet
42.9630517209108,NA,22.7108639776253,avNNet
38.0108511426538,NA,20.155140978609,avNNet
45.070115004802,NA,24.9330195613793,avNNet
46.6095837075496,NA,25.7000279618182,avNNet
43.4409158096233,NA,23.9128091587211,avNNet
39.9252742486483,NA,21.3156625711062,avNNet
42.9271026815249,NA,23.1264414821751,avNNet
44.6251692681916,NA,25.0773087125717,avNNet
43.1171709934059,NA,23.3350908267709,nnet
38.3381463639477,NA,20.3283295452613,nnet
40.0682869193944,NA,21.2220552389064,nnet
41.5228345893664,NA,22.0923083618182,nnet
37.7705682579892,NA,19.5220781104816,nnet
43.7942406232709,NA,23.3661149687485,nnet
43.6859907902684,NA,23.1878479310916,nnet
43.0436201098994,NA,23.6808163732685,nnet
41.4779379805219,NA,22.2693202963992,nnet
46.5681225047632,NA,26.5021843958137,nnet
42.6791046234153,NA,23.5842732790933,nnet
42.1177198766247,NA,23.2230471795602,nnet
41.023941785506,NA,21.904484289894,nnet
42.3868759737721,NA,22.8150306176603,nnet
41.9125862206245,NA,22.8969672843898,nnet
45.2895267280048,NA,24.7955002455731,nnet
45.5348959016028,NA,24.9668926463304,nnet
42.9630517209108,NA,22.7108639776253,nnet
38.0108511426538,NA,20.155140978609,nnet
45.070115004802,NA,24.9330195613793,nnet
46.6095837075496,NA,25.7000279618182,nnet
43.4409158096233,NA,23.9128091587211,nnet
39.9252742486483,NA,21.3156625711062,nnet
42.9271026815249,NA,23.1264414821751,nnet
44.6251692681916,NA,25.0773087125717,nnet
11.6266577731642,0.901369626994533,6.22080865205478,bagEarth
11.2196392975977,0.900965055944097,6.06420308760636,bagEarth
11.2736402583513,0.907255136318572,6.42383772181042,bagEarth
11.3285456703499,0.89935152140473,6.00491207039025,bagEarth
11.4157958180113,0.911738484865438,6.16684877939584,bagEarth
11.5702523369461,0.909455667377604,6.34118340023931,bagEarth
12.2576242808392,0.901755551860109,6.66879099677523,bagEarth
12.4441193282519,0.90112783733667,6.94462722898927,bagEarth
11.633438792253,0.904506176459246,6.36613873505582,bagEarth
11.3553390985308,0.908579418985143,6.10846454869365,bagEarth
12.1614853471472,0.903732246919484,6.60355809577127,bagEarth
10.1866659165026,0.907207978629308,5.33118150170149,bagEarth
11.4089579666356,0.912285288953069,6.19586062106396,bagEarth
8.81916338584835,0.928754169147965,4.86110248887971,bagEarth
11.2866346386974,0.899502572382272,5.83364018572875,bagEarth
10.8979756668188,0.911586381208648,5.95077531499502,bagEarth
9.82333925024588,0.911786725503565,4.93182710202452,bagEarth
10.6590921573021,0.911066994814362,5.60707062837552,bagEarth
11.2684681481473,0.897426038655358,6.06678715967061,bagEarth
11.2036849655324,0.914083387622515,5.85275328659782,bagEarth
11.3457061331591,0.906253458319332,5.81878871754758,bagEarth
11.7802792542642,0.910228418444521,5.86345066924705,bagEarth
10.6647790495336,0.904211055744582,5.57446045871371,bagEarth
11.7158278980175,0.904086581586189,6.44205828017361,bagEarth
10.9886221351029,0.898955834609796,6.05981193655483,bagEarth
11.2930243551775,0.906649903528669,6.49168406415883,bagEarthGCV
11.5334351672062,0.909684504609303,6.317135449106,bagEarthGCV
11.679264141299,0.904662949391228,6.34800792565048,bagEarthGCV
10.1399845453365,0.907013976412285,5.34822441224937,bagEarthGCV
11.2578349416136,0.90060641015185,6.13395886411344,bagEarthGCV
11.437348624453,0.911529718720565,6.17802416158109,bagEarthGCV
12.6292386638612,0.89799971732046,7.00586598370726,bagEarthGCV
12.1118974405711,0.903966549378546,6.58272637081393,bagEarthGCV
11.3856600045198,0.904595931155055,6.13195349199382,bagEarthGCV
